"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-2 (Hz)"
23.3194052802576,-0.8365478515625
25.1803178365477,-0.943260192871094
27.1897331312454,-0.961029052734375
29.3595018358078,-0.991874694824219
31.702420317478,-1.15724182128906
34.2323061067835,-1.17911529541016
36.9640793874172,-1.28386688232422
39.9138509890961,-1.43869018554688
43.09901740234,-1.54275512695313
46.5383633755273,-1.65461730957031
50.2521726993022,-1.80027770996094
54.262347831691,-1.9639778137207
58.5925390694263,-2.08464813232422
63.2682840272756,-2.26949906349182
68.3171582479641,-2.45608520507812
73.7689378309246,-2.65193176269531
79.6557750389886,-2.86563873291016
86.012387918673,-3.09437561035156
92.8762650523603,-3.34173583984375
100.287886649914,-3.60854625701904
108.290963283631,-3.89591789245605
116.932693674494,-4.20640563964844
126.264043050025,-4.541015625
136.340043715387,-4.90204620361328
147.220119610371,-5.29119491577148
158.968436766358,-5.71076583862305
171.654281730112,-6.16288185119629
185.352470186185,-6.64955139160156
200.143788187801,-7.17475509643555
216.115468598426,-7.74082946777344
233.361705553869,-8.34921264648437
251.984209978975,-9.00389099121094
272.092809435141,-9.7078971862793
293.806095836263,-10.4649963378906
317.252124853098,-11.2769012451172
342.569171130802,-12.1727828979492
369.906543773614,-13.1078262329102
399.425466906055,-14.0858612060547
431.300030503814,-15.1567287445068
465.718217101922,-16.3004455566406
502.883010435296,-17.5199890136719
543.013592549937,-18.8183631896973
586.346636444835,-20.1970520019531
633.137701868034,-21.6579132080078
683.66274249865,-23.2250289916992
738.219733403581,-24.8516998291016
797.130428366923,-26.5369873046875
860.742257456093,-28.324764251709
929.430376015683,-30.1883697509766
1003.59987717313,-32.1457443237305
1083.6881809046,-34.1205596923828
1170.16761375084,-36.1746673583984
1263.54819439697,-38.2752532958984
1364.3806415444,-40.4118957519531
1473.25962181404,-42.59619140625
1590.82725683559,-44.7458877563477
1717.77691020604,-46.9184265136719
1854.85727665148,-49.0777893066406
2002.87679750817,-51.2636795043945
2162.70842856354,-53.3397789001465
2335.29478837587,-55.4152603149414
2521.65371743512,-57.3874053955078
2722.88428095052,-59.3183441162109
2940.17325066689,-61.2016372680664
3174.80210393641,-62.9855194091797
3428.15458132369,-64.6897201538086
3701.72484731539,-66.288703918457
3997.12630226295,-67.827995300293
4316.10109752737,-69.2842407226563
4660.53040994237,-70.6584243774414
5032.44553619028,-72.0108184814453
5434.03987252057,-73.2056579589844
5867.68185046223,-74.3483505249023
6335.92890481934,-75.4187622070312
6841.54255632705,-76.4199600219727
7387.50469791906,-77.3788986206055
7977.03518065602,-78.2289733886719
8613.61080302909,-79.067024230957
9300.98581562955,-79.8266372680664
10043.214062112,-80.5111999511719
10844.6728870297,-81.1705932617188
11710.0889515387,-81.8081817626953
12644.5661092233,-82.38037109375
13653.6155064399,-82.8901214599609
14743.1880846995,-83.3868408203125
15919.7096767741,-83.8499603271484
17190.1189035086,-84.281982421875
18561.9080948367,-84.7086486816406
20043.1674763368,-85.0855331420898
21642.6328819196,-85.438346862793
23369.7372740388,-85.7687759399414
25234.6663752657,-86.0557861328125
27248.4187393227,-86.3476104736328
29422.8706158456,-86.6459884643555
31770.8459914217,-86.8826522827148
34306.1922199744,-87.1291046142578
37043.8616885306,-87.3869781494141
40000.0000000002,-87.61083984375

